CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Total Spend,Churn,,,,
4679,41,Male,43,15,2,29,Basic,4027,0,,,,
4680,76,Male,32,41,1,27,Basic,1946,1,,,,
4681,20,Unknown,18,38,0,18,,152,1,,,,
4682,28,Female,59,38,6,26,Standard,356,0,,,,
4683,62,Male,59,43,2,17,Standard,2193,1,,,,
4684,21,Female,26,20,5,21,Basic,3431,0,,,,
4685,43,Female,47,35,9,29,Basic,114,1,,,,
4686,44,Female,29,23,7,4,Basic,2996,1,,,,
4687,63,Female,6,44,5,6,Basic,2775,1,,,,
4688,71,Male,26,47,6,17,Standard,4207,0,,,,
4689,60,Female,20,,5,29,Standard,2148,0,,,,
4690,44,Male,6,25,6,12,Standard,2224,0,,,,
4691,59,Male,47,22,4,21,Basic,4737,0,,,,
4692,68,Female,24,47,8,,Basic,3885,0,,,,
4693,67,Female,37,8,2,4,Standard,1095,0,,,,
4694,23,Female,17,9,5,21,Standard,3049,0,,,,
4695,76,Female,32,15,8,14,Premium,4245,1,,,,
4696,78,Female,32,48,0,20,Standard,1765,0,,,,
4697,,Female,31,20,4,6,Standard,4541,0,,,,
4698,70,Female,57,35,3,4,Standard,4031,0,,,,
4699,47,Male,24,37,8,29,Standard,2825,1,,,,
4700,59,Male,13,3,0,28,Basic,2998,0,,,,
4701,54,Male,37,34,3,6,Premium,4086,0,,,,
4702,75,Male,37,34,0,16,Standard,1431,0,,,,
4703,78,Female,3,36,2,8,Premium,2903,0,,,,
4704,54,Female,43,35,3,5,Premium,4807,0,,,,
4705,59,Unknown,17,9,0,8,Basic,1345,0,,,,
4706,77,Female,9,30,4,16,Standard,2425,0,,,,
4707,54,Female,34,26,5,1,Standard,784,0,,,,
4708,52,Male,34,12,0,22,Standard,2465,0,,,,
4709,40,Male,39,24,9,19,Basic,3213,0,,,,
4710,23,Male,53,41,9,29,Premium,3238,0,,,,
4711,21,Female,22,19,3,12,Premium,3052,0,,,,
4712,35,Male,24,44,3,25,Standard,242,1,,,,
4713,77,Female,0,,0,29,Basic,2049,0,,,,
4714,26,Female,17,26,1,16,Standard,253,1,,,,
4715,66,Male,14,23,9,20,Standard,3368,0,,,,
4716,46,Male,24,33,4,19,Standard,4573,0,,,,
4717,30,Female,31,42,1,5,Basic,633,0,,,,
4718,76,Male,52,30,2,28,Basic,3660,0,,,,
4719,64,Female,19,23,8,22,Standard,3890,0,,,,
4720,79,Female,16,10,4,26,Basic,4888,1,,,,
4721,69,Female,56,36,0,18,Standard,886,0,,,,
4722,34,Female,10,31,4,5,Basic,565,1,,,,
4723,62,Female,12,43,2,1,Premium,2619,0,,,,
4724,49,Unknown,24,22,0,27,Premium,240,0,,,,
4725,65,Male,19,43,2,25,Basic,1827,0,,,,
4726,39,Female,24,43,5,12,Basic,3739,0,,,,
4727,21,Male,41,38,9,19,Standard,2091,0,,,,
4728,22,Male,44,47,4,29,Standard,909,1,,,,
4729,54,Male,48,2,0,9,Basic,1370,0,,,,
4730,58,Female,30,23,1,28,Standard,2981,1,,,,
4731,66,Male,52,35,4,8,,802,1,,,,
4732,30,Male,0,37,8,12,Basic,269,0,,,,
4733,51,Unknown,51,32,4,6,Basic,2366,0,,,,
4734,62,Female,15,43,4,17,Standard,2181,0,,,,
4735,39,Female,47,12,0,21,Standard,2432,0,,,,
4736,70,Female,27,,4,13,Basic,1533,0,,,,
4737,76,Unknown,20,41,7,3,Standard,1530,1,,,,
4738,40,Female,29,3,8,7,Basic,3545,1,,,,
4739,68,Male,58,34,9,11,Premium,364,0,,,,
4740,20,Female,2,38,2,7,Standard,952,0,,,,
4741,59,Female,33,24,3,15,Standard,1863,0,,,,
4742,51,Male,5,38,6,0,Premium,106,0,,,,
4743,49,Male,42,17,6,23,Standard,4218,0,,,,
4744,62,Male,28,40,0,9,Standard,1539,1,,,,
4745,68,Female,2,1,5,6,Basic,112,1,,,,
4746,75,Male,57,8,8,29,Standard,2867,0,,,,
4747,66,Unknown,32,15,4,13,Basic,1047,1,,,,
4748,38,Female,10,45,7,16,Premium,3812,1,,,,
4749,63,Female,44,25,9,18,Standard,3881,0,,,,
4750,61,Female,4,8,8,29,Premium,1945,0,,,,
4751,38,Male,49,32,9,4,Basic,3446,0,,,,
4752,61,Male,31,13,9,18,Basic,3268,0,,,,
4753,28,Male,46,46,2,2,Standard,4609,0,,,,
4754,56,Female,17,15,0,0,Basic,1910,1,,,,
4755,21,Male,46,6,1,7,Basic,1227,0,,,,
4756,68,Male,19,33,4,8,Premium,2812,1,,,,
4757,18,Male,51,7,9,4,Basic,3692,0,,,,
4758,45,Female,51,33,6,0,Basic,3210,0,,,,
4759,41,Male,38,47,5,16,Premium,4635,0,,,,
4760,78,Female,48,29,3,24,Basic,3209,0,,,,
4761,52,Male,39,38,8,13,Standard,4304,1,,,,
4762,30,Female,27,37,3,16,Standard,2577,1,,,,
4763,64,Male,12,44,2,8,Premium,1544,0,,,,
4764,51,Female,25,32,4,2,Standard,480,1,,,,
4765,28,Female,15,3,3,2,Premium,1627,0,,,,
4766,53,Male,24,20,1,12,Basic,2721,0,,,,
4767,68,Female,9,14,2,19,Basic,3681,1,,,,
4768,78,Female,28,28,6,4,Standard,3201,0,,,,
4769,34,Female,45,38,1,5,Standard,3749,0,,,,
4770,52,Female,37,4,0,13,Standard,2922,1,,,,
4771,77,Male,19,15,1,5,Standard,2305,1,,,,
4772,35,Female,53,17,7,25,Premium,3332,1,,,,
4773,,Unknown,25,37,7,28,Standard,3539,0,,,,
4774,39,Female,31,24,9,28,Premium,1482,0,,,,
4775,74,Female,38,38,1,24,Standard,722,1,,,,
4776,41,Male,37,42,5,16,Standard,4745,0,,,,
4777,75,Female,58,41,6,8,Standard,2871,0,,,,
4778,36,Female,48,36,0,3,Standard,233,1,,,,
4779,54,Male,52,41,6,22,Standard,4896,0,,,,
4780,56,Female,23,8,7,14,Premium,4148,0,,,,
4781,38,Female,30,,8,21,Standard,2738,0,,,,
4782,25,Male,39,30,7,24,Standard,1375,0,,,,
4783,45,Male,11,22,2,17,Premium,4401,0,,,,
4784,22,Female,57,,7,14,Standard,607,1,,,,
4785,34,Male,56,25,2,26,Basic,629,0,,,,
4786,54,Male,35,30,5,17,Standard,2338,0,,,,
4787,53,Male,9,37,3,6,Basic,3356,0,,,,
4788,71,Male,5,3,6,14,Standard,505,0,,,,
4789,36,Female,6,4,7,27,Standard,4283,0,,,,
4790,44,Male,52,29,9,24,Premium,4802,0,,,,
4791,70,Female,30,32,5,4,Standard,4469,0,,,,
4792,51,Female,26,23,9,22,Standard,160,0,,,,
4793,28,Female,7,19,3,10,Standard,181,0,,,,
4794,71,Male,2,,7,23,Standard,3879,0,,,,
4795,62,Female,39,16,6,13,Premium,4074,0,,,,
4796,64,Male,46,23,9,7,Standard,4731,0,,,,
4797,29,Male,20,40,7,3,Basic,2819,1,,,,
4798,71,Female,0,46,9,9,Standard,3210,0,,,,
4799,,Female,44,37,6,6,Basic,207,1,,,,
4800,71,Female,53,1,2,0,Premium,3434,1,,,,
4801,28,Unknown,49,19,2,19,Basic,1121,1,,,,
4802,56,Female,14,37,8,11,Standard,2543,0,,,,
4803,45,Female,6,35,6,12,Standard,3450,0,,,,
4804,22,Female,14,30,0,15,Basic,1980,1,,,,
4805,34,Male,24,17,2,13,Premium,3106,0,,,,
4806,73,Male,2,39,0,12,Standard,4724,0,,,,
4807,37,Female,29,49,5,4,Basic,2374,1,,,,
4808,58,Female,57,26,1,13,Premium,1315,0,,,,
4809,63,Male,13,13,6,25,Standard,420,1,,,,
4810,75,Male,51,22,7,12,Standard,4537,0,,,,
4811,29,Male,3,46,5,13,,1151,0,,,,
4812,23,Female,35,23,4,11,Basic,3485,0,,,,
4813,34,Female,2,44,9,22,Standard,3281,0,,,,
4814,68,Female,4,43,3,27,Standard,4828,1,,,,
4815,36,Female,24,33,8,21,Premium,3747,1,,,,
4816,43,Female,30,27,7,19,Standard,1638,1,,,,
4817,65,Male,10,35,4,14,Premium,2659,1,,,,
4818,61,Male,7,12,0,18,Standard,2548,0,,,,
4819,61,Male,25,9,7,10,Basic,1618,0,,,,
4820,69,Female,1,34,7,29,Basic,1842,1,,,,
4821,49,Male,27,14,6,21,Standard,1802,0,,,,
4822,23,Female,47,37,6,25,Standard,4840,0,,,,
4823,72,Female,56,3,7,14,Basic,4274,1,,,,
4824,75,Male,59,44,0,29,Premium,1431,1,,,,
4825,53,Female,9,44,2,28,Standard,2768,1,,,,
4826,55,Female,49,21,3,27,Basic,1149,0,,,,
4827,28,Male,38,7,5,20,Premium,2314,0,,,,
4828,50,Male,36,33,9,29,Standard,784,0,,,,
4829,79,Female,38,35,9,11,Standard,2992,0,,,,
4830,41,Male,20,11,8,18,Basic,1666,0,,,,
4831,40,Male,27,45,3,15,Basic,560,0,,,,
4832,32,Female,37,32,5,3,Standard,1163,1,,,,
4833,44,Female,55,22,8,17,Premium,4995,0,,,,
4834,28,Female,32,42,8,8,Basic,4040,1,,,,
4835,74,Female,10,19,5,15,Standard,4967,0,,,,
4836,68,Female,44,36,4,6,Standard,3764,0,,,,
4837,67,Male,43,37,2,27,Standard,2321,1,,,,
4838,34,Female,0,11,4,29,Premium,3268,1,,,,
4839,68,Male,52,41,2,25,Basic,266,1,,,,
4840,70,Male,46,13,4,,,658,0,,,,
4841,31,Female,32,28,9,23,Premium,3849,1,,,,
4842,44,Female,2,49,9,23,Basic,1653,1,,,,
4843,35,Male,25,15,0,10,Standard,4709,0,,,,
4844,45,Female,14,13,5,16,Basic,2561,0,,,,
4845,68,Female,40,43,6,29,Standard,2638,0,,,,
4846,64,Female,13,33,1,20,Standard,3690,0,,,,
4847,64,Male,22,8,2,4,Premium,2689,0,,,,
4848,21,Female,59,32,9,11,Basic,2398,0,,,,
4849,24,Male,53,37,8,18,Standard,1856,0,,,,
4850,62,Male,55,48,7,1,Standard,2831,0,,,,
4851,52,Female,7,4,3,0,Standard,4440,0,,,,
4852,65,Female,53,18,7,28,Basic,587,0,,,,
4853,26,Female,35,23,7,3,Basic,2048,0,,,,
4854,25,Female,19,29,5,27,Basic,4231,0,,,,
4855,69,Male,51,2,0,10,Basic,3270,0,,,,
4856,62,Female,5,13,1,25,Basic,468,0,,,,
4857,34,Male,32,16,3,17,Standard,4115,1,,,,
4858,34,Female,27,8,3,20,Basic,1058,0,,,,
4859,66,Male,49,19,1,27,Premium,357,1,,,,
4860,50,Unknown,37,32,8,26,Basic,4696,0,,,,
4861,49,Female,29,3,1,,Standard,4849,0,,,,
4862,25,Female,45,49,5,9,Standard,1735,1,,,,
4863,36,Female,42,32,4,11,Basic,578,0,,,,
4864,55,Female,16,41,3,1,Basic,4435,0,,,,
4865,20,Male,8,21,5,0,Basic,2515,1,,,,
4866,76,Male,27,25,3,9,Standard,3924,0,,,,
4867,22,Female,53,17,8,9,Standard,4927,0,,,,
4868,30,Male,6,25,9,27,,4596,0,,,,
4869,64,Female,45,33,6,25,Basic,3669,0,,,,
4870,63,Male,27,31,2,9,Premium,4789,0,,,,
4871,78,Male,16,36,9,24,Standard,387,0,,,,
4872,,Female,39,23,3,1,Basic,1786,0,,,,
4873,72,Unknown,59,47,0,25,Basic,4329,0,,,,
4874,33,Female,47,44,5,19,Basic,1577,0,,,,
4875,67,Female,43,25,1,2,Standard,4420,1,,,,
4876,49,Female,43,49,3,0,Premium,2784,0,,,,
4877,39,Male,59,44,4,23,Basic,2131,1,,,,
4878,46,Male,59,48,7,17,Standard,4803,0,,,,
4879,39,Female,4,30,2,10,Basic,2996,0,,,,
4880,60,Female,4,13,5,23,Basic,999,0,,,,
4881,20,Female,13,43,0,11,Premium,510,1,,,,
4882,71,Unknown,5,47,8,0,Basic,473,0,,,,
4883,27,Male,6,29,0,5,Basic,4279,1,,,,
4884,59,Male,54,16,1,15,Premium,581,1,,,,
4885,79,Female,52,38,0,19,Basic,371,0,,,,
4886,38,Male,16,27,7,2,Basic,2153,1,,,,
4887,33,Male,58,26,3,16,Standard,3635,0,,,,
4888,29,Male,8,11,1,25,Standard,4714,0,,,,
4889,19,Male,30,47,6,15,Standard,3174,0,,,,
4890,58,Female,21,37,7,10,Standard,1860,1,,,,
4891,41,Female,44,3,8,15,Basic,916,0,,,,
4892,52,Female,8,26,4,11,Basic,4682,1,,,,
4893,73,Female,58,34,2,0,Premium,896,1,,,,
4894,47,Male,15,33,0,10,Basic,2634,0,,,,
4895,74,Female,35,15,7,22,Premium,1291,0,,,,
4896,47,Male,33,2,5,5,Basic,1036,0,,,,
4897,64,Male,44,28,4,18,Premium,2553,0,,,,
4898,52,Male,12,20,6,11,Standard,4658,1,,,,
4899,36,Female,18,38,4,27,Standard,2279,0,,,,
4900,67,Female,11,44,3,,Standard,4701,1,,,,
4901,25,Female,35,16,4,,Standard,2780,0,,,,
4902,43,Female,9,46,6,18,Standard,122,1,,,,
4903,66,Male,15,4,5,27,Standard,4809,0,,,,
4904,57,Female,27,8,9,,Standard,3303,0,,,,
4905,24,Female,55,44,9,7,Standard,551,0,,,,
4906,47,Male,18,46,8,10,Basic,373,0,,,,
4907,,Male,39,,9,22,Basic,1124,0,,,,
4908,20,Female,5,26,1,15,Basic,3715,0,,,,
4909,18,Female,3,32,6,12,Standard,2808,0,,,,
4910,53,Female,29,13,0,29,Premium,265,0,,,,
4911,42,Female,38,5,7,27,Standard,396,1,,,,
4912,54,Unknown,30,44,3,12,Standard,2126,0,,,,
4913,18,Male,45,42,7,22,Standard,1036,0,,,,
4914,32,Male,26,13,7,4,Basic,3150,0,,,,
4915,54,Male,44,41,3,11,Premium,195,1,,,,
4916,30,Male,20,11,3,,Standard,670,0,,,,
4917,57,Female,36,37,4,18,Premium,240,0,,,,
4918,25,Female,8,32,6,16,Basic,2054,1,,,,
4919,22,Female,34,45,5,0,Standard,866,1,,,,
4920,77,Male,41,42,0,21,Standard,1726,0,,,,
4921,26,Female,46,18,5,14,Standard,932,0,,,,
4922,18,Male,51,29,2,15,Standard,4810,1,,,,
4923,53,Male,20,15,8,19,Basic,753,1,,,,
4924,52,Female,16,20,2,22,Basic,4225,0,,,,
4925,19,Female,54,44,8,9,Standard,241,0,,,,
4926,57,Male,23,36,4,9,Basic,3007,1,,,,
4927,40,Male,30,5,9,25,Basic,2977,0,,,,
4928,26,Female,5,40,7,16,Premium,4706,0,,,,
4929,51,Male,56,37,8,28,Standard,3625,1,,,,
4930,63,Male,34,33,8,21,Premium,3532,0,,,,
4931,31,Female,49,18,6,22,Standard,4655,1,,,,
4932,21,Male,36,19,9,16,Standard,1290,0,,,,
4933,47,Male,12,32,0,1,Basic,4461,0,,,,
4934,48,Female,24,42,7,8,Premium,3090,0,,,,
4935,55,Unknown,31,22,6,24,Standard,483,0,,,,
4936,28,Unknown,58,41,3,21,Standard,4028,1,,,,
4937,52,Male,0,1,5,26,Basic,2298,1,,,,
4938,25,Male,48,25,9,3,Standard,670,1,,,,
4939,20,Male,57,20,1,6,Standard,2365,0,,,,
4940,31,Male,34,35,3,4,Standard,2742,0,,,,
4941,77,Female,57,45,7,18,,3831,0,,,,
4942,30,Female,18,6,3,3,Standard,3088,0,,,,
4943,62,Female,52,6,9,17,Standard,4495,1,,,,
4944,49,Male,51,37,3,29,Basic,1171,0,,,,
4945,51,Male,53,49,3,21,Basic,861,1,,,,
4946,62,Female,11,3,9,2,Premium,2660,1,,,,
4947,78,Male,39,37,8,22,Basic,1027,0,,,,
4948,36,Female,39,31,1,3,Standard,2244,1,,,,
4949,76,Female,46,35,6,13,Premium,1898,1,,,,
4950,55,Female,42,45,2,23,Basic,2237,0,,,,
4951,33,Male,19,15,3,26,Basic,3370,0,,,,
4952,19,Female,32,17,0,13,Standard,3271,0,,,,
4953,57,Male,28,15,2,16,Basic,4347,0,,,,
4954,34,Male,15,5,1,8,Basic,4921,0,,,,
4955,72,Female,13,22,9,18,Standard,4359,1,,,,
4956,51,Male,6,46,6,2,Standard,550,0,,,,
4957,59,Female,5,11,5,14,Standard,917,0,,,,
4958,77,Female,20,28,0,20,Premium,1054,0,,,,
4959,33,Female,35,14,7,25,Basic,4680,0,,,,
4960,55,Female,21,39,8,0,Basic,3985,1,,,,
4961,77,Male,39,3,0,29,Basic,3881,1,,,,
4962,19,Unknown,53,42,4,18,Standard,2647,0,,,,
4963,19,Female,18,11,6,3,Premium,3132,1,,,,
4964,43,Female,24,30,1,13,,2426,0,,,,
4965,30,Male,2,38,5,17,Basic,4719,0,,,,
4966,73,Female,35,5,7,11,Basic,3839,1,,,,
4967,64,Male,44,22,7,5,Basic,1309,0,,,,
4968,48,Female,52,13,9,9,Standard,928,1,,,,
4969,77,Male,58,44,9,3,Premium,4683,1,,,,
4970,51,Female,33,21,7,15,Standard,4419,0,,,,
4971,56,Male,10,37,5,0,Premium,4122,0,,,,
4972,20,Male,47,25,5,2,Premium,1084,1,,,,
4973,25,Male,41,21,2,6,Standard,1669,0,,,,
4974,40,Male,46,28,1,29,Basic,4296,0,,,,
4975,31,Male,26,41,4,2,Basic,2913,0,,,,
4976,73,Female,41,4,8,28,Standard,3445,0,,,,
4977,79,Female,1,29,3,21,Standard,2140,0,,,,
4978,72,Female,5,47,4,26,Basic,2822,0,,,,
4979,44,Female,45,,5,14,Basic,2579,1,,,,
4980,71,Male,1,23,5,5,Basic,4744,1,,,,
4981,46,Male,41,7,3,15,Basic,1635,1,,,,
4982,56,Male,16,46,3,16,Premium,2537,0,,,,
4983,70,Female,39,46,7,1,Standard,2019,0,,,,
4984,56,Female,57,9,4,9,Standard,3774,1,,,,
4985,18,Male,47,23,4,10,Basic,4958,0,,,,
4986,,Male,13,3,8,27,Premium,1085,0,,,,
4987,58,Female,9,9,3,26,Standard,3466,0,,,,
4988,47,Female,44,4,6,5,Standard,4967,0,,,,
4989,70,Female,32,49,4,17,Basic,3059,1,,,,
4990,30,Female,41,25,8,14,Premium,2772,0,,,,
4991,38,Female,53,6,7,15,Premium,3446,1,,,,
4992,36,Male,11,48,7,29,Premium,3548,0,,,,
4993,70,Male,31,18,9,12,Standard,4980,0,,,,
4994,36,Female,48,45,9,15,Basic,3344,1,,,,
4995,74,Female,23,7,2,1,Basic,4069,0,,,,
4996,42,Female,13,35,8,19,Basic,2714,0,,,,
4997,39,Male,4,31,7,11,Basic,3006,0,,,,
4998,48,Male,50,38,2,28,Basic,2151,0,,,,
4999,34,Male,4,32,9,13,Basic,595,1,,,,
5000,72,Male,46,35,0,7,Premium,4551,0,,,,
5001,40,Male,31,28,4,5,Standard,4663,1,,,,
5002,49,Female,44,44,3,13,Standard,4633,1,,,,
5003,79,Female,48,5,7,23,Basic,4159,1,,,,
5004,27,Male,32,30,5,14,Basic,927,0,,,,
5005,27,Female,59,22,9,19,Basic,4896,1,,,,
5006,53,Male,45,17,4,26,Standard,4241,1,,,,
5007,25,Female,3,10,8,2,Basic,4804,0,,,,
5008,71,Male,56,7,5,6,Basic,4244,0,,,,
5009,69,Male,29,4,2,15,Basic,2267,1,,,,
5010,37,Female,40,42,5,22,Standard,3829,0,,,,
5011,49,Male,16,27,3,1,Standard,3932,0,,,,
5012,67,Male,2,7,4,16,Basic,3245,1,,,,
5013,31,Male,12,23,5,10,Standard,1123,0,,,,
5014,67,Male,43,11,8,23,Standard,4379,0,,,,
5015,45,Male,47,8,2,2,Basic,919,1,,,,
5016,63,Female,35,8,0,21,Standard,1706,0,,,,
5017,69,Female,17,37,1,22,Basic,1792,0,,,,
5018,70,Female,22,5,7,7,,1462,0,,,,
5019,41,Male,34,7,3,21,Standard,558,1,,,,
5020,32,Male,48,22,6,22,Standard,2372,0,,,,
5021,39,Male,32,36,1,20,Basic,4885,0,,,,
5022,47,Male,50,2,9,18,Standard,3801,0,,,,
5023,21,Female,53,24,7,17,Premium,3842,0,,,,
5024,30,Male,35,2,9,6,Standard,3696,0,,,,
5025,76,Female,16,48,8,15,Standard,3227,0,,,,
5026,40,Male,38,12,6,23,Basic,2142,1,,,,
5027,25,Male,33,47,9,13,Basic,339,0,,,,
5028,35,Male,11,42,0,7,Standard,3071,0,,,,
5029,29,Male,4,26,1,12,Basic,4863,0,,,,
5030,72,Male,47,38,8,2,Basic,3763,0,,,,
5031,48,Male,39,45,9,1,Standard,1237,0,,,,
5032,31,Male,54,6,6,12,Basic,2261,0,,,,
5033,51,Female,26,23,2,24,Standard,1100,0,,,,
5034,35,Female,59,2,4,21,Standard,1555,0,,,,
5035,73,Male,39,26,0,25,Standard,1494,1,,,,
5036,51,Male,12,14,9,2,Standard,1661,1,,,,
5037,28,Female,25,18,2,20,Standard,3940,1,,,,
5038,58,Unknown,13,38,3,0,Standard,1569,0,,,,
5039,29,Female,31,32,3,1,Basic,4800,0,,,,
5040,66,Male,10,14,6,24,Premium,4395,0,,,,
5041,32,Female,37,30,4,9,Standard,2634,0,,,,
5042,74,Female,15,13,8,10,Standard,4279,0,,,,
5043,48,Male,54,40,6,25,Basic,2007,0,,,,
5044,66,Female,56,31,1,2,Basic,3688,0,,,,
5045,75,Male,21,37,7,23,Premium,3088,0,,,,
5046,46,Unknown,56,45,1,25,,2415,0,,,,
5047,43,Female,46,38,6,7,Premium,564,0,,,,
5048,35,Female,15,22,4,14,Premium,2365,0,,,,
5049,49,Female,12,28,9,4,Basic,1357,1,,,,
5050,39,Male,11,19,5,7,Basic,2307,1,,,,
5051,55,Female,17,43,3,17,Premium,879,0,,,,
5052,34,Female,28,16,4,17,Basic,3254,1,,,,
5053,40,Female,17,5,4,11,Basic,655,0,,,,
5054,41,Female,45,44,6,3,Premium,3324,0,,,,
5055,67,Female,1,49,3,7,Standard,3192,0,,,,
5056,25,Unknown,53,2,4,1,Basic,1373,0,,,,
5057,58,Female,1,10,3,19,Standard,1312,0,,,,
5058,23,Female,2,47,3,23,Premium,1992,0,,,,
5059,22,Male,28,19,7,2,Standard,893,0,,,,
5060,61,Female,55,20,4,7,Standard,2819,0,,,,
5061,74,Male,7,29,8,11,Premium,4414,0,,,,
5062,46,Male,10,25,4,1,Standard,3188,0,,,,
5063,45,Male,11,17,7,29,Basic,1162,0,,,,
5064,28,Female,31,13,2,16,Standard,1924,0,,,,
5065,74,Female,3,45,6,13,Basic,800,0,,,,
5066,18,Female,8,16,0,13,Basic,2289,0,,,,
5067,60,Male,23,35,4,29,Basic,402,0,,,,
5068,36,Female,48,36,1,5,Basic,4541,1,,,,
5069,26,Female,55,39,7,7,Standard,275,1,,,,
5070,44,Male,15,3,5,,Basic,3091,0,,,,
5071,51,Male,16,9,4,9,Basic,3957,0,,,,
5072,61,Male,46,40,2,23,Basic,1302,0,,,,
5073,21,Female,51,46,0,17,Basic,2791,0,,,,
5074,53,Female,57,29,9,0,Basic,4276,0,,,,
5075,35,Male,21,5,9,6,Basic,4602,0,,,,
5076,32,Unknown,6,3,9,6,Standard,1304,1,,,,
5077,,Male,9,10,9,12,Basic,1392,1,,,,
5078,30,Male,28,31,7,15,Standard,4010,0,,,,
5079,36,Male,35,11,4,11,Standard,1693,1,,,,
5080,66,Male,23,17,8,28,Basic,3660,1,,,,
5081,23,Male,55,40,6,18,Basic,4689,0,,,,
5082,65,Male,45,41,0,5,Standard,2338,0,,,,
5083,73,Female,13,8,0,6,Premium,653,0,,,,
5084,29,Male,13,2,6,29,,2517,1,,,,
5085,68,Female,24,4,6,24,Basic,2892,0,,,,
5086,54,Female,45,,8,16,Basic,4033,0,,,,
5087,34,Male,21,41,1,28,Basic,3273,1,,,,
5088,75,Female,51,41,6,18,Standard,772,0,,,,
5089,40,Male,49,21,1,4,Standard,2514,1,,,,
5090,43,Female,46,5,9,2,Premium,2701,0,,,,
5091,46,Female,22,35,9,23,Premium,4744,1,,,,
5092,50,Male,31,14,1,25,Standard,3504,1,,,,
5093,77,Female,25,15,4,21,Basic,1789,1,,,,
5094,44,Female,50,6,8,17,Basic,4052,1,,,,
5095,42,Female,26,16,8,16,Standard,1435,0,,,,
5096,73,Female,44,23,9,25,Standard,1233,0,,,,
5097,72,Male,11,31,0,,Standard,4381,0,,,,
5098,27,Female,18,42,6,10,Basic,4180,0,,,,
5099,64,Male,18,46,9,24,Standard,2257,0,,,,
5100,40,Male,51,12,9,25,Standard,3371,0,,,,
5101,38,Male,33,41,2,8,Standard,1444,0,,,,
5102,38,Male,31,19,9,16,Standard,2663,0,,,,
5103,60,Female,28,12,9,18,Basic,2080,0,,,,
5104,,Female,20,45,0,12,Standard,160,0,,,,
5105,54,Female,34,13,1,5,Premium,3513,0,,,,
5106,50,Male,41,49,5,20,Standard,1991,1,,,,
5107,41,Female,4,2,9,3,Basic,1699,0,,,,
5108,61,Female,11,20,1,28,Standard,3456,0,,,,
5109,28,Male,6,31,1,17,Standard,2038,1,,,,
5110,34,Male,40,9,3,,Basic,1705,1,,,,
5111,21,Female,1,21,2,27,Basic,868,0,,,,
5112,64,Female,24,8,7,27,Premium,1184,1,,,,
5113,42,Female,9,39,7,3,Standard,306,1,,,,
5114,47,Female,37,37,5,4,Standard,4988,0,,,,
5115,26,Female,43,29,3,,Basic,1999,0,,,,
5116,38,Male,5,19,6,17,Basic,2699,0,,,,
5117,37,Female,26,35,8,25,Premium,2424,1,,,,
5118,36,Male,34,45,1,16,Basic,858,0,,,,
5119,36,Female,9,38,5,22,Basic,3700,0,,,,
5120,29,Female,8,26,6,22,Basic,1726,1,,,,
5121,54,Female,19,11,0,23,Basic,4671,0,,,,
5122,59,Unknown,36,36,5,9,Standard,225,0,,,,
5123,34,Male,34,35,7,5,Standard,2413,1,,,,
5124,54,Female,36,4,6,16,Standard,3417,0,,,,
5125,71,Female,39,3,1,7,Standard,2668,0,,,,
5126,65,Unknown,7,45,1,1,Standard,1169,0,,,,
5127,56,Female,45,47,3,11,Basic,4042,1,,,,
5128,45,Male,55,12,4,2,Premium,3295,1,,,,
5129,58,Female,53,32,4,23,Standard,3024,0,,,,
5130,52,Female,30,47,1,19,Basic,3609,0,,,,
5131,64,Male,48,26,6,20,Basic,743,0,,,,
5132,65,Female,42,43,7,24,Standard,4142,0,,,,
5133,35,Female,57,43,1,26,Basic,848,0,,,,
5134,31,Female,15,13,3,,Premium,3896,0,,,,
5135,52,Male,27,44,2,25,Standard,3836,0,,,,
5136,61,Female,5,38,3,27,Premium,1916,1,,,,
5137,58,Female,31,29,4,6,Standard,4650,0,,,,
5138,77,Female,27,19,5,0,Premium,1873,0,,,,
5139,24,Male,10,35,1,16,Basic,1172,0,,,,
5140,58,Male,41,48,9,7,Basic,4149,0,,,,
5141,30,Female,22,41,5,9,Standard,3748,0,,,,
5142,35,Female,29,27,8,16,Standard,2848,0,,,,
5143,54,Male,8,46,7,15,Premium,620,0,,,,
5144,30,Male,27,31,0,9,Basic,4589,0,,,,
5145,53,Male,23,3,8,14,Standard,4291,0,,,,
5146,48,Female,58,35,9,15,Premium,184,0,,,,
5147,19,Male,27,24,1,17,Standard,1159,1,,,,
5148,33,Male,23,7,0,3,Premium,3099,0,,,,
5149,26,Male,14,35,5,24,Basic,515,0,,,,
5150,26,Female,38,21,0,6,Standard,4790,1,,,,
5151,55,Male,49,1,5,28,Standard,4921,1,,,,
5152,28,Male,32,44,1,28,Basic,4416,0,,,,
5153,71,Female,46,6,6,11,Basic,4001,0,,,,
5154,73,Male,33,39,6,22,Basic,1442,0,,,,
5155,39,Male,21,34,3,11,Basic,4674,0,,,,
5156,50,Female,28,18,1,25,Basic,2539,0,,,,
5157,53,Male,33,25,6,22,Basic,3290,0,,,,
5158,62,Female,41,15,0,20,Standard,3240,0,,,,
5159,40,Male,51,47,1,0,Basic,2592,1,,,,
5160,62,Female,46,32,1,20,,4514,1,,,,
5161,62,Male,9,42,0,23,Standard,4488,0,,,,
5162,51,Female,50,49,8,27,Basic,2913,0,,,,
